Patch ID,DN_Values
Patch_27_91,12.610627
Patch_27_92,12.51384
Patch_27_93,13.414544
Patch_27_94,13.048049
Patch_27_95,13.273779
Patch_27_96,13.833626
Patch_27_97,15.339146
Patch_27_98,15.707489
Patch_27_99,17.658964
Patch_27_100,18.420868
Patch_27_101,19.768877
Patch_27_102,21.042194
Patch_27_103,20.890472
Patch_27_104,19.543167
Patch_27_105,19.814661
Patch_27_106,15.826328
Patch_27_107,17.377977
Patch_27_108,16.375122
Patch_27_109,15.982784
Patch_27_110,15.126117
Patch_27_111,15.731634
Patch_27_112,13.978392
Patch_27_113,12.04627
Patch_27_114,10.944236
Patch_27_115,12.398613
Patch_27_116,10.925565
Patch_27_117,10.818378
Patch_27_118,9.089347
Patch_27_119,9.050985
Patch_27_120,-3.4e+38
Patch_28_0,18.541822
Patch_28_1,21.442715
Patch_28_2,19.405724
Patch_28_3,19.715199
Patch_28_4,18.78189
Patch_28_5,11.99279
Patch_28_6,3.3547702
Patch_28_7,0.4856234
Patch_28_8,0.2122003
Patch_28_9,0.4239581
Patch_28_10,1.1469074
Patch_28_11,10.393747
Patch_28_12,20.73058
Patch_28_13,20.247696
Patch_28_14,20.633493
Patch_28_15,17.450977
Patch_28_16,16.133944
Patch_28_17,19.53148
Patch_28_18,20.357012
Patch_28_19,16.340176
Patch_28_20,12.559246
Patch_28_21,12.140873
Patch_28_22,11.4421215
Patch_28_23,11.069883
Patch_28_24,10.826035
Patch_28_25,10.783289
Patch_28_26,16.033924
Patch_28_27,15.486828
Patch_28_28,15.019391
Patch_28_29,14.344695
Patch_28_30,13.479562
Patch_28_31,11.449023
Patch_28_32,12.39303
Patch_28_33,11.381017
Patch_28_34,12.910016
Patch_28_35,12.68564
Patch_28_36,12.863835
Patch_28_37,15.517154
Patch_28_38,16.492304
Patch_28_39,15.923077
Patch_28_40,16.32792
Patch_28_41,19.426905
Patch_28_42,20.406664
Patch_28_43,19.241152
Patch_28_44,17.697853
Patch_28_45,19.516912
Patch_28_46,19.964361
Patch_28_47,21.284445
Patch_28_48,19.1472
Patch_28_49,18.69336
Patch_28_50,20.445745
Patch_28_51,22.138666
Patch_28_52,13.459229
Patch_28_53,13.310856
Patch_28_54,14.127493
Patch_28_55,11.815274
Patch_28_56,13.215685
Patch_28_57,14.413911
Patch_28_58,12.711452
Patch_28_59,16.671585
Patch_28_60,19.97305
Patch_28_61,17.848475
Patch_28_62,17.872723
Patch_28_63,13.100573
Patch_28_64,12.140459
Patch_28_65,17.89919
Patch_28_66,17.560394
Patch_28_67,11.557821
Patch_28_68,12.7332115
Patch_28_69,13.66851
Patch_28_70,15.792175
Patch_28_71,18.24768
Patch_28_72,15.617433
Patch_28_73,14.187793
Patch_28_74,14.25844
Patch_28_75,15.395368
Patch_28_76,13.753531
Patch_28_77,12.267666
Patch_28_78,12.511867
Patch_28_79,12.592922
Patch_28_80,10.811441
Patch_28_81,13.07979
Patch_28_82,12.37331
Patch_28_83,13.599037
Patch_28_84,13.3930025
Patch_28_85,16.349371
Patch_28_86,15.483727
Patch_28_87,15.281992
Patch_28_88,17.140163
Patch_28_89,15.668608
Patch_28_90,15.157519
Patch_28_91,12.6670065
Patch_28_92,11.470407
Patch_28_93,10.515913
Patch_28_94,12.63386
Patch_28_95,12.296393
Patch_28_96,15.143826
Patch_28_97,14.740681
Patch_28_98,16.280708
Patch_28_99,18.965721
Patch_28_100,17.721216
Patch_28_101,18.997515
Patch_28_102,21.178436
Patch_28_103,17.865013
Patch_28_104,16.551262
Patch_28_105,16.766626
Patch_28_106,17.084702
Patch_28_107,16.99376
Patch_28_108,16.501722
Patch_28_109,14.505824
Patch_28_110,18.389566
Patch_28_111,16.795982
Patch_28_112,13.6827545
Patch_28_113,12.773108
Patch_28_114,11.271032
Patch_28_115,10.676586
Patch_28_116,10.563545
Patch_28_117,9.867875
Patch_28_118,9.615617
Patch_28_119,10.779279
Patch_28_120,-3.4e+38
Patch_29_0,19.08132
Patch_29_1,18.678614
Patch_29_2,19.416637
Patch_29_3,18.278877
Patch_29_4,17.133718
Patch_29_5,16.835882
Patch_29_6,18.399454
Patch_29_7,10.623229
Patch_29_8,0.6800582
Patch_29_9,6.3875
Patch_29_10,4.401367
Patch_29_11,3.2090888
Patch_29_12,15.230413
Patch_29_13,23.686346
Patch_29_14,24.941946
Patch_29_15,21.414837
Patch_29_16,19.517183
Patch_29_17,16.885576
Patch_29_18,17.752869
Patch_29_19,16.588102
Patch_29_20,16.56058
Patch_29_21,14.428451
Patch_29_22,11.734583
Patch_29_23,10.544301
Patch_29_24,10.017915
Patch_29_25,10.641838
Patch_29_26,13.025312
Patch_29_27,14.268716
Patch_29_28,16.621473
Patch_29_29,16.22068
Patch_29_30,14.214718
Patch_29_31,11.03008
Patch_29_32,11.301096
Patch_29_33,10.74078
Patch_29_34,14.27576
Patch_29_35,11.491456
Patch_29_36,13.850425
Patch_29_37,15.43259
Patch_29_38,18.113487
Patch_29_39,16.808739
Patch_29_40,17.283718
Patch_29_41,17.920366
Patch_29_42,17.18716
Patch_29_43,22.532686
Patch_29_44,19.349422
Patch_29_45,19.238045
Patch_29_46,17.450129
Patch_29_47,19.901217
Patch_29_48,21.507563
Patch_29_49,19.324259
Patch_29_50,20.098429
Patch_29_51,21.298004
Patch_29_52,19.679111
Patch_29_53,16.55504
Patch_29_54,13.555564
Patch_29_55,13.270641
Patch_29_56,12.078453
Patch_29_57,11.536642
Patch_29_58,17.295305
Patch_29_59,17.032116
Patch_29_60,18.822935
Patch_29_61,19.222372
Patch_29_62,14.457094
Patch_29_63,11.572785
Patch_29_64,9.751329
Patch_29_65,14.82511
Patch_29_66,14.264641
Patch_29_67,12.549443
Patch_29_68,12.2697935
Patch_29_69,10.98315
Patch_29_70,11.601082
Patch_29_71,14.020794
Patch_29_72,15.258309
Patch_29_73,16.007507
Patch_29_74,15.203991
Patch_29_75,14.537314
Patch_29_76,13.289825
Patch_29_77,13.530077
Patch_29_78,12.881419
Patch_29_79,12.516969
Patch_29_80,12.426632
Patch_29_81,9.845956
Patch_29_82,11.114827
Patch_29_83,13.026417
Patch_29_84,13.155628
Patch_29_85,16.62146
Patch_29_86,16.320911
Patch_29_87,18.223206
Patch_29_88,13.932863
Patch_29_89,12.171187
Patch_29_90,12.169425
Patch_29_91,11.599472
Patch_29_92,13.163863
Patch_29_93,11.077293
Patch_29_94,10.928479
Patch_29_95,12.82939
Patch_29_96,13.71483
Patch_29_97,15.30977
Patch_29_98,16.375284
Patch_29_99,14.557407
Patch_29_100,16.374622
Patch_29_101,17.759619
Patch_29_102,17.098764
Patch_29_103,16.66327
Patch_29_104,17.486311
Patch_29_105,11.819335
Patch_29_106,14.330485
Patch_29_107,16.206528
Patch_29_108,18.273138
Patch_29_109,17.092962
Patch_29_110,15.247693
Patch_29_111,14.130444
Patch_29_112,12.975542
Patch_29_113,14.194201
Patch_29_114,12.205193
Patch_29_115,9.870632
Patch_29_116,10.527335
Patch_29_117,9.118364
Patch_29_118,8.210763
Patch_29_119,9.130539
Patch_29_120,-3.4e+38
Patch_30_0,12.96355
Patch_30_1,14.118269
Patch_30_2,12.737862
Patch_30_3,16.34894
Patch_30_4,17.63932
Patch_30_5,18.160603
Patch_30_6,18.726301
Patch_30_7,17.91855
Patch_30_8,6.327435
Patch_30_9,12.180119
Patch_30_10,17.29417
Patch_30_11,3.0095103
Patch_30_12,6.687083
Patch_30_13,14.331674
Patch_30_14,21.584618
Patch_30_15,22.313038
Patch_30_16,17.884579
Patch_30_17,17.936598
Patch_30_18,18.224884
Patch_30_19,18.806177
Patch_30_20,18.034725
Patch_30_21,17.03624
Patch_30_22,16.176601
Patch_30_23,15.046254
Patch_30_24,11.619966
Patch_30_25,14.094122
Patch_30_26,12.021392
Patch_30_27,15.909328
Patch_30_28,17.543034
Patch_30_29,13.455451
Patch_30_30,13.330926
Patch_30_31,12.228182
Patch_30_32,11.935263
Patch_30_33,14.16589
Patch_30_34,13.747304
Patch_30_35,10.701366
Patch_30_36,12.022576
Patch_30_37,13.413978
Patch_30_38,14.822993
Patch_30_39,17.909393
Patch_30_40,17.079939
Patch_30_41,18.035736
Patch_30_42,19.36604
Patch_30_43,22.34076
Patch_30_44,20.661243
Patch_30_45,19.264982
Patch_30_46,20.564905
Patch_30_47,17.927513
Patch_30_48,20.857924
Patch_30_49,19.31191
Patch_30_50,19.900583
Patch_30_51,14.156536
Patch_30_52,19.357025
Patch_30_53,20.318394
Patch_30_54,17.662888
Patch_30_55,14.271232
Patch_30_56,12.375958
Patch_30_57,10.690776
Patch_30_58,11.547858
Patch_30_59,15.455133
Patch_30_60,17.649376
Patch_30_61,15.285807
Patch_30_62,16.397274
Patch_30_63,16.642067
Patch_30_64,13.819465
Patch_30_65,14.753755
Patch_30_66,13.694149
Patch_30_67,12.707991
Patch_30_68,15.700264
Patch_30_69,12.098356
Patch_30_70,10.935973
Patch_30_71,13.906814
Patch_30_72,13.489654
Patch_30_73,13.199868
Patch_30_74,15.041242
Patch_30_75,15.56701
Patch_30_76,15.632961
Patch_30_77,11.919184
Patch_30_78,12.400811
Patch_30_79,12.512138
Patch_30_80,11.70278
Patch_30_81,10.687904
Patch_30_82,12.688968
Patch_30_83,12.692191
Patch_30_84,15.117811
Patch_30_85,17.772469
Patch_30_86,16.374613
Patch_30_87,15.436111
Patch_30_88,13.951816
Patch_30_89,11.172322
Patch_30_90,10.78831
Patch_30_91,10.480997
Patch_30_92,12.517415
Patch_30_93,11.623611
Patch_30_94,11.118183
Patch_30_95,12.980564
Patch_30_96,13.966895
Patch_30_97,15.220896
Patch_30_98,14.585616
Patch_30_99,15.9005575
Patch_30_100,17.246185
Patch_30_101,16.587372
Patch_30_102,15.366892
Patch_30_103,15.680659
Patch_30_104,15.436773
Patch_30_105,10.824139
Patch_30_106,12.049697
Patch_30_107,13.778857
Patch_30_108,16.586502
Patch_30_109,14.801547
Patch_30_110,15.034471
Patch_30_111,13.276318
Patch_30_112,12.06504
Patch_30_113,13.2499695
Patch_30_114,13.361466
Patch_30_115,10.59196
Patch_30_116,9.48381
Patch_30_117,10.461617
Patch_30_118,8.354532
Patch_30_119,5.2105045
Patch_30_120,-3.4e+38
Patch_31_0,7.814128
Patch_31_1,7.450211
Patch_31_2,5.884784
Patch_31_3,15.12611
Patch_31_4,18.800293
Patch_31_5,17.015434
Patch_31_6,18.287008
Patch_31_7,18.221231
Patch_31_8,9.6973915
Patch_31_9,0.264541
Patch_31_10,2.835389
Patch_31_11,1.2683464
Patch_31_12,2.0751398
Patch_31_13,15.216048
Patch_31_14,14.061949
Patch_31_15,22.092718
Patch_31_16,18.30515
Patch_31_17,18.485878
Patch_31_18,18.431114
Patch_31_19,19.73216
Patch_31_20,17.11587
Patch_31_21,17.019342
Patch_31_22,17.959864
Patch_31_23,18.807753
Patch_31_24,16.855043
Patch_31_25,13.59629
Patch_31_26,12.678673
Patch_31_27,15.232208
Patch_31_28,18.991566
Patch_31_29,16.298512
Patch_31_30,11.318963
Patch_31_31,12.274191
Patch_31_32,11.144169
Patch_31_33,10.930041
Patch_31_34,13.265854
Patch_31_35,10.736987
Patch_31_36,10.525973
Patch_31_37,10.220573
Patch_31_38,12.8816595
Patch_31_39,14.9859495
Patch_31_40,15.671426
Patch_31_41,17.695858
Patch_31_42,17.562452
Patch_31_43,19.460947
Patch_31_44,21.386152
Patch_31_45,21.564493
Patch_31_46,21.301008
Patch_31_47,19.727503
Patch_31_48,16.648533
Patch_31_49,18.990198
Patch_31_50,24.955564
Patch_31_51,18.658829
Patch_31_52,18.791046
Patch_31_53,21.023876
Patch_31_54,22.141567
Patch_31_55,14.821922
Patch_31_56,14.995063
Patch_31_57,11.27843
Patch_31_58,11.095412
Patch_31_59,15.127421
Patch_31_60,16.20753
Patch_31_61,14.120325
Patch_31_62,18.34081
Patch_31_63,16.910105
Patch_31_64,16.945078
Patch_31_65,16.067793
Patch_31_66,15.644985
Patch_31_67,14.809103
Patch_31_68,12.492372
Patch_31_69,10.986881
Patch_31_70,11.479833
Patch_31_71,12.836747
Patch_31_72,12.795363
Patch_31_73,10.090957
Patch_31_74,15.915094
Patch_31_75,15.506789
Patch_31_76,15.663287
Patch_31_77,14.137453
Patch_31_78,12.391877
Patch_31_79,12.603384
Patch_31_80,11.550693
Patch_31_81,12.74315
Patch_31_82,13.750174
Patch_31_83,14.437167
Patch_31_84,16.004116
Patch_31_85,17.404083
Patch_31_86,14.314213
Patch_31_87,11.761132
Patch_31_88,13.036536
Patch_31_89,11.532208
Patch_31_90,11.003813
Patch_31_91,12.184111
Patch_31_92,11.040724
Patch_31_93,10.212646
Patch_31_94,12.354461
Patch_31_95,14.352253
Patch_31_96,15.135002
Patch_31_97,14.054815
Patch_31_98,16.570269
Patch_31_99,15.633408
Patch_31_100,16.869097
Patch_31_101,17.243244
Patch_31_102,15.015504
Patch_31_103,11.726021
Patch_31_104,12.124718
Patch_31_105,11.165443
Patch_31_106,12.087329
Patch_31_107,10.574096
Patch_31_108,15.158515
Patch_31_109,13.213204
Patch_31_110,15.508083
Patch_31_111,14.331462
Patch_31_112,12.090603
Patch_31_113,11.543963
Patch_31_114,13.574373
Patch_31_115,11.281694
Patch_31_116,10.155063
Patch_31_117,9.040851
Patch_31_118,5.8843527
Patch_31_119,3.7596896
Patch_31_120,-3.4e+38
Patch_32_0,5.068989
Patch_32_1,3.8864038
Patch_32_2,3.6082766
Patch_32_3,15.62568
Patch_32_4,16.363262
Patch_32_5,19.145267
Patch_32_6,18.242363
Patch_32_7,20.218424
Patch_32_8,17.597908
Patch_32_9,1.3803653
Patch_32_10,0.6746144
Patch_32_11,0.1965057
Patch_32_12,0.8599724
Patch_32_13,13.223378
Patch_32_14,15.37798
Patch_32_15,20.691362
Patch_32_16,18.058687
Patch_32_17,18.849293
Patch_32_18,20.918192
Patch_32_19,20.706163
Patch_32_20,18.68029
Patch_32_21,17.954683
Patch_32_22,16.826532
Patch_32_23,19.623367
Patch_32_24,16.52204
Patch_32_25,17.672039
Patch_32_26,12.1591215
Patch_32_27,14.081272
Patch_32_28,20.404701
Patch_32_29,19.808523
Patch_32_30,15.294677
Patch_32_31,13.313416
Patch_32_32,12.296684
Patch_32_33,11.65016
Patch_32_34,12.80771
Patch_32_35,13.66209
Patch_32_36,10.601782
Patch_32_37,10.690892
Patch_32_38,14.034775
Patch_32_39,15.763861
Patch_32_40,17.664923
Patch_32_41,17.601639
Patch_32_42,16.522957
Patch_32_43,15.594111
Patch_32_44,18.106268
Patch_32_45,19.376339
Patch_32_46,18.999931
Patch_32_47,20.22642
Patch_32_48,15.58938
Patch_32_49,19.70051
Patch_32_50,21.91908
Patch_32_51,17.594345
Patch_32_52,19.350061
Patch_32_53,20.80232
Patch_32_54,20.039722
Patch_32_55,16.961758
Patch_32_56,11.732578
Patch_32_57,12.616737
Patch_32_58,12.087182
Patch_32_59,10.6715
Patch_32_60,12.33941
Patch_32_61,15.574766
Patch_32_62,17.83961
Patch_32_63,17.033453
Patch_32_64,15.917878
Patch_32_65,11.348404
Patch_32_66,13.649392
Patch_32_67,14.054866
Patch_32_68,12.247074
Patch_32_69,12.534699
Patch_32_70,13.13725
Patch_32_71,11.70356
Patch_32_72,12.885856
Patch_32_73,11.114083
Patch_32_74,13.561994
Patch_32_75,14.828427
Patch_32_76,14.31745
Patch_32_77,11.428172
Patch_32_78,12.50236
Patch_32_79,11.386805
Patch_32_80,11.737497
Patch_32_81,13.471857
Patch_32_82,16.635008
Patch_32_83,15.450292
Patch_32_84,17.111551
Patch_32_85,16.072758
Patch_32_86,14.102984
Patch_32_87,13.889216
Patch_32_88,12.077598
Patch_32_89,13.070927
Patch_32_90,11.365925
Patch_32_91,11.759572
Patch_32_92,11.393027
Patch_32_93,10.349379
Patch_32_94,12.380463
Patch_32_95,13.183125
Patch_32_96,13.689998
Patch_32_97,14.694526
Patch_32_98,15.6079445
Patch_32_99,15.614487
Patch_32_100,15.56167
Patch_32_101,18.310663
Patch_32_102,15.821723
Patch_32_103,13.710632
Patch_32_104,12.341306
Patch_32_105,12.687637
Patch_32_106,11.126683
Patch_32_107,12.363386
Patch_32_108,12.373748
Patch_32_109,12.550002
Patch_32_110,14.933297
Patch_32_111,14.663968
Patch_32_112,12.968703
Patch_32_113,12.440835
Patch_32_114,11.349784
Patch_32_115,10.390724
Patch_32_116,11.758521
Patch_32_117,12.863629
Patch_32_118,4.168821
Patch_32_119,2.5488837
Patch_32_120,-3.4e+38
Patch_33_0,3.0895658
Patch_33_1,1.5319242
Patch_33_2,1.2724981
Patch_33_3,13.340026
Patch_33_4,19.539162
Patch_33_5,18.071066
Patch_33_6,19.36663
Patch_33_7,22.322702
Patch_33_8,22.727882
Patch_33_9,16.390617
Patch_33_10,9.069803
Patch_33_11,9.627467
Patch_33_12,3.014525
Patch_33_13,4.8436427
Patch_33_14,20.521559
Patch_33_15,16.383938
Patch_33_16,20.978891
Patch_33_17,17.445127
Patch_33_18,18.402395
Patch_33_19,22.331558
Patch_33_20,18.592073
Patch_33_21,19.051699
Patch_33_22,16.86586
Patch_33_23,17.877022
Patch_33_24,13.994433
Patch_33_25,18.731709
Patch_33_26,14.613268
Patch_33_27,15.354807
Patch_33_28,19.07429
Patch_33_29,22.029093
Patch_33_30,17.398548
Patch_33_31,12.841672
Patch_33_32,12.398018
Patch_33_33,12.730069
Patch_33_34,11.07474
Patch_33_35,11.664481
Patch_33_36,12.224138
Patch_33_37,11.163689
Patch_33_38,15.370451
Patch_33_39,15.552304
Patch_33_40,15.999152
Patch_33_41,16.483036
Patch_33_42,13.641401
Patch_33_43,13.624571
Patch_33_44,15.517384
Patch_33_45,16.283672
Patch_33_46,15.72158
Patch_33_47,15.666429
Patch_33_48,18.661894
Patch_33_49,19.93777
Patch_33_50,20.305859
Patch_33_51,14.830646
Patch_33_52,17.66567
Patch_33_53,19.644066
Patch_33_54,19.2076
Patch_33_55,19.23336
Patch_33_56,14.938112
Patch_33_57,12.257254
Patch_33_58,12.356991
Patch_33_59,11.683644
Patch_33_60,12.328561
Patch_33_61,14.313875
Patch_33_62,17.751291
Patch_33_63,14.53008
Patch_33_64,17.73272
Patch_33_65,13.655609
Patch_33_66,11.3007
Patch_33_67,11.862991
Patch_33_68,13.65196
Patch_33_69,12.216709
Patch_33_70,13.034904
Patch_33_71,13.103695
Patch_33_72,10.869418
Patch_33_73,11.822691
Patch_33_74,12.594305
Patch_33_75,13.521626
Patch_33_76,10.998625
Patch_33_77,11.347943
Patch_33_78,10.427402
Patch_33_79,11.974996
Patch_33_80,12.018763
Patch_33_81,12.512079
Patch_33_82,15.99585
Patch_33_83,10.72106
Patch_33_84,15.900752
Patch_33_85,13.491562
Patch_33_86,14.150678
Patch_33_87,16.655539
Patch_33_88,13.48881
Patch_33_89,14.547567
Patch_33_90,13.55752
Patch_33_91,12.32672
Patch_33_92,10.659863
Patch_33_93,11.245927
Patch_33_94,11.63153
Patch_33_95,11.048772
Patch_33_96,12.578045
Patch_33_97,14.630816
Patch_33_98,13.059193
Patch_33_99,15.002392
Patch_33_100,15.128982
Patch_33_101,17.281525
Patch_33_102,14.149977
Patch_33_103,13.797074
Patch_33_104,12.077405
Patch_33_105,12.530286
Patch_33_106,10.831063
Patch_33_107,11.747242
Patch_33_108,11.595735
Patch_33_109,12.876253
Patch_33_110,15.046317
Patch_33_111,14.505759
Patch_33_112,14.379839
Patch_33_113,12.89975
Patch_33_114,11.1837635
Patch_33_115,11.540366
Patch_33_116,10.58172
Patch_33_117,10.312916
Patch_33_118,9.79731
Patch_33_119,7.276303
Patch_33_120,-3.4e+38
Patch_34_0,18.178513
Patch_34_1,18.150024
Patch_34_2,18.003426
Patch_34_3,18.632732
Patch_34_4,19.189997
Patch_34_5,18.196264
Patch_34_6,18.167128
Patch_34_7,18.213486
Patch_34_8,20.001844
Patch_34_9,20.296854
Patch_34_10,22.137407
Patch_34_11,24.031202
Patch_34_12,13.074794
Patch_34_13,14.793213
Patch_34_14,20.1843
Patch_34_15,13.019634
Patch_34_16,19.102787
Patch_34_17,20.055813
Patch_34_18,18.460379
Patch_34_19,18.40425
Patch_34_20,19.68274
Patch_34_21,19.969028
Patch_34_22,16.822706
Patch_34_23,17.82068
Patch_34_24,14.638956
Patch_34_25,15.7974205
Patch_34_26,17.61945
Patch_34_27,18.023218
Patch_34_28,22.494291
Patch_34_29,20.204153
Patch_34_30,13.741837
Patch_34_31,12.477654
Patch_34_32,13.526526
Patch_34_33,13.168746
Patch_34_34,13.100496
Patch_34_35,9.484621
Patch_34_36,10.151228
Patch_34_37,13.067717
Patch_34_38,14.244217
Patch_34_39,16.14962
Patch_34_40,17.409624
Patch_34_41,16.967125
Patch_34_42,17.296396
Patch_34_43,15.63344
Patch_34_44,12.618506
Patch_34_45,16.769758
Patch_34_46,13.292502
Patch_34_47,14.717698
Patch_34_48,14.417779
Patch_34_49,16.735117
Patch_34_50,19.962938
Patch_34_51,18.491491
Patch_34_52,18.00095
Patch_34_53,16.68688
Patch_34_54,19.51332
Patch_34_55,21.091679
Patch_34_56,18.576008
Patch_34_57,12.852692
Patch_34_58,12.4755945
Patch_34_59,11.58533
Patch_34_60,11.954305
Patch_34_61,11.671273
Patch_34_62,15.549143
Patch_34_63,13.232911
Patch_34_64,11.712626
Patch_34_65,15.055853
Patch_34_66,14.353101
Patch_34_67,12.2679405
Patch_34_68,11.294109
Patch_34_69,11.956759
Patch_34_70,10.632118
Patch_34_71,11.567217
Patch_34_72,10.139695
Patch_34_73,11.786221
Patch_34_74,10.359247
Patch_34_75,11.193259
Patch_34_76,10.8301
Patch_34_77,10.8035
Patch_34_78,9.639154
Patch_34_79,12.549108
Patch_34_80,11.00001
Patch_34_81,13.975241
Patch_34_82,13.46565
Patch_34_83,13.415276
Patch_34_84,17.152035
Patch_34_85,12.066969
Patch_34_86,12.29655
Patch_34_87,15.108177
Patch_34_88,17.449574
Patch_34_89,15.454402
Patch_34_90,15.089421
Patch_34_91,13.181192
Patch_34_92,12.44501
Patch_34_93,12.551554
Patch_34_94,12.1772175
Patch_34_95,10.640822
Patch_34_96,12.405896
Patch_34_97,12.52695
Patch_34_98,13.4301605
Patch_34_99,15.012383
Patch_34_100,15.146157
Patch_34_101,13.64954
Patch_34_102,16.037457
Patch_34_103,16.364305
Patch_34_104,11.971499
Patch_34_105,12.360239
Patch_34_106,11.413371
Patch_34_107,12.2355995
Patch_34_108,12.136313
Patch_34_109,11.455046
Patch_34_110,13.782389
Patch_34_111,12.85664
Patch_34_112,10.032616
Patch_34_113,11.374103
Patch_34_114,11.285224
Patch_34_115,13.132964
Patch_34_116,12.004422
Patch_34_117,11.47157
Patch_34_118,10.969235
Patch_34_119,9.550528
Patch_34_120,-3.4e+38
Patch_35_0,19.946774
Patch_35_1,19.641607
Patch_35_2,19.320475
Patch_35_3,18.973194
Patch_35_4,18.191904
Patch_35_5,18.489794
Patch_35_6,17.877295
Patch_35_7,18.17367
Patch_35_8,20.656857
Patch_35_9,18.792786
Patch_35_10,18.41006
Patch_35_11,21.064293
Patch_35_12,16.312788
Patch_35_13,19.313072
Patch_35_14,19.806013
Patch_35_15,14.752389
Patch_35_16,18.724314
Patch_35_17,21.163424
Patch_35_18,17.939577
Patch_35_19,17.38241
Patch_35_20,20.859806
Patch_35_21,19.006592
Patch_35_22,14.934661
Patch_35_23,16.781216
Patch_35_24,15.749338
Patch_35_25,11.232042
Patch_35_26,15.869505
Patch_35_27,17.685839
Patch_35_28,20.79735
Patch_35_29,17.375986
Patch_35_30,15.432386
Patch_35_31,17.945385
Patch_35_32,17.002909
Patch_35_33,14.409611
Patch_35_34,13.398397
Patch_35_35,12.699076
Patch_35_36,11.208206
Patch_35_37,11.608356
Patch_35_38,10.449342
Patch_35_39,13.799032
Patch_35_40,16.218952
Patch_35_41,14.673427
Patch_35_42,16.88371
Patch_35_43,15.163607
Patch_35_44,12.353418
Patch_35_45,16.64712
Patch_35_46,16.591763
Patch_35_47,13.962558
Patch_35_48,14.141113
Patch_35_49,16.349468
Patch_35_50,17.614668
Patch_35_51,19.79687
Patch_35_52,18.530354
Patch_35_53,17.431105
Patch_35_54,18.635462
Patch_35_55,15.890242
Patch_35_56,19.101027
Patch_35_57,18.693382
Patch_35_58,16.89354
Patch_35_59,12.895328
Patch_35_60,12.3313465
Patch_35_61,13.597708
Patch_35_62,12.180104
Patch_35_63,11.095244
Patch_35_64,10.501257
Patch_35_65,11.980213
Patch_35_66,14.9267235
Patch_35_67,14.261527
Patch_35_68,11.893315
Patch_35_69,12.854773
Patch_35_70,11.887541
Patch_35_71,11.605481
Patch_35_72,12.080343
Patch_35_73,13.275058
Patch_35_74,12.0844
Patch_35_75,10.965317
Patch_35_76,11.186462
Patch_35_77,10.630031
Patch_35_78,11.244023
Patch_35_79,11.275109
Patch_35_80,11.215512
Patch_35_81,12.692414
Patch_35_82,14.822439
Patch_35_83,13.145286
Patch_35_84,18.964518
Patch_35_85,16.12015
Patch_35_86,11.491636
Patch_35_87,11.844951
Patch_35_88,14.231382
Patch_35_89,15.440548
Patch_35_90,13.72263
Patch_35_91,12.978094
Patch_35_92,13.175348
Patch_35_93,13.393973
Patch_35_94,10.297474
Patch_35_95,10.859343
Patch_35_96,10.089463
Patch_35_97,11.361821
Patch_35_98,13.82769
Patch_35_99,15.701709
Patch_35_100,16.513905
Patch_35_101,13.187783
Patch_35_102,14.513531
Patch_35_103,14.5792465
Patch_35_104,14.086033
Patch_35_105,13.531509
Patch_35_106,11.621912
Patch_35_107,12.59147
Patch_35_108,11.358996
Patch_35_109,11.090227
Patch_35_110,14.752063
Patch_35_111,14.433096
Patch_35_112,11.089764
Patch_35_113,11.246661
Patch_35_114,10.369387
Patch_35_115,14.664129
Patch_35_116,13.087756
Patch_35_117,10.341071
Patch_35_118,10.856768
Patch_35_119,9.070465
Patch_35_120,-3.4e+38
Patch_36_0,21.657766
Patch_36_1,17.959234
Patch_36_2,17.286476
Patch_36_3,19.699604
Patch_36_4,18.325375
Patch_36_5,18.013975
Patch_36_6,18.254366
Patch_36_7,18.307386
Patch_36_8,19.324131
Patch_36_9,19.470604
Patch_36_10,17.852652
Patch_36_11,21.419682
Patch_36_12,19.438883
Patch_36_13,19.330458
Patch_36_14,18.640251
Patch_36_15,14.258091
Patch_36_16,15.067439
Patch_36_17,18.603981
Patch_36_18,20.07913
Patch_36_19,18.376678
Patch_36_20,18.089182
Patch_36_21,16.290443
Patch_36_22,15.889556
Patch_36_23,19.470066
Patch_36_24,14.641957
Patch_36_25,16.720798
Patch_36_26,15.797194
Patch_36_27,16.352234
Patch_36_28,15.822403
Patch_36_29,15.789389
Patch_36_30,15.645215
Patch_36_31,15.889277
Patch_36_32,17.550228
Patch_36_33,19.231993
Patch_36_34,15.126378
Patch_36_35,12.375622
Patch_36_36,12.956286
Patch_36_37,10.815173
Patch_36_38,10.189039
Patch_36_39,14.999412
Patch_36_40,15.789992
Patch_36_41,13.596777
Patch_36_42,13.341518
Patch_36_43,15.579971
Patch_36_44,10.116928
Patch_36_45,11.01896
Patch_36_46,15.085177
Patch_36_47,16.570679
Patch_36_48,17.097124
Patch_36_49,17.697157
Patch_36_50,19.586123
Patch_36_51,15.767889
Patch_36_52,14.488112
Patch_36_53,15.02244
Patch_36_54,17.000235
Patch_36_55,13.878573
Patch_36_56,15.715587
Patch_36_57,16.736597
Patch_36_58,16.00879
Patch_36_59,13.078853
Patch_36_60,12.252743
Patch_36_61,13.395107
Patch_36_62,13.90652
Patch_36_63,12.167939
Patch_36_64,11.637359
Patch_36_65,10.145178
Patch_36_66,10.8609085
Patch_36_67,10.432722
Patch_36_68,11.0155
Patch_36_69,11.914221
Patch_36_70,12.049579
Patch_36_71,10.948627
